year,pa_code,pa_area,pa_cropland,pa_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
1997,1001,17590.7390784348,.1842671650811099,.000010475237,11020.67057358311,65.49999898672104,10955.17057459638,11020.67057358311,65.49999898672104,10955.17057459638,16036.47461854503,65.49999898672104,15970.97461955831,10938.12425541878,0,10938.12425541878,15953.92830038071,0,15953.92830038071,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,1,1,1,,1,,
1998,1001,17590.7390784348,.1842671650811099,.000010475237,8153.574274530867,65.49999898672104,8088.074275544146,8153.574274530867,65.49999898672104,8088.074275544146,16036.47461854503,65.49999898672104,15970.97461955831,8071.027956366539,0,8071.027956366539,15953.92830038071,0,15953.92830038071,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,1,1,1,,1,,
1999,1001,17590.7390784348,.1842671650811099,.000010475237,12327.4168969302,65.49999898672104,12261.91689794348,12327.4168969302,65.49999898672104,12261.91689794348,16036.47461854503,65.49999898672104,15970.97461955831,12244.87057876587,0,12244.87057876587,15953.92830038071,0,15953.92830038071,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,1,1,1,,1,,
2000,1001,17590.7390784348,.1842671650811099,.000010475237,8437.609462013701,65.49999898672104,8372.10946302698,8437.609462013701,65.49999898672104,8372.10946302698,16036.47461854503,65.49999898672104,15970.97461955831,8355.063143849373,0,8355.063143849373,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.90051472,1,.90010673,,.89999998,,
2001,1001,17590.7390784348,.1842671650811099,.000010475237,9698.246773829916,65.49999898672104,9632.746774843195,9698.246773829916,65.49999898672104,9632.746774843195,16036.47461854503,65.49999898672104,15970.97461955831,9615.700455665588,0,9615.700455665588,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.3931399,1,.39065108,,.38999999,,
2002,1001,17590.7390784348,.1842671650811099,.000010475237,17139.41672276543,65.49999898672104,17073.9167237787,17139.41672276543,65.49999898672104,17073.9167237787,16036.47461854503,65.49999898672104,15970.97461955831,17056.8704046011,0,17056.8704046011,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.70154423,1,.70032018,,.69999999,,
2003,1001,17590.7390784348,.1842671650811099,.000010475237,10731.10198854492,65.49999898672104,10665.6019895582,10731.10198854492,65.49999898672104,10665.6019895582,16036.47461854503,65.49999898672104,15970.97461955831,10648.55567038059,0,10648.55567038059,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.90051472,1,.90010673,,.89999998,,
2004,1001,17590.7390784348,.1842671650811099,.000010475237,11298.25024258182,65.49999898672104,11232.7502435951,11298.25024258182,65.49999898672104,11232.7502435951,16036.47461854503,65.49999898672104,15970.97461955831,11215.7039244175,0,11215.7039244175,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.65180153,1,.65037352,,.64999998,,
2005,1001,17590.7390784348,.1842671650811099,.000010475237,10883.26379858539,65.49999898672104,10817.76379959867,10883.26379858539,65.49999898672104,10817.76379959867,16036.47461854503,65.49999898672104,15970.97461955831,10800.71748042107,0,10800.71748042107,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.90051472,1,.90010673,,.89999998,,
2006,1001,17590.7390784348,.1842671650811099,.000010475237,11602.57352696941,65.49999898672104,11537.07352798269,11602.57352696941,65.49999898672104,11537.07352798269,16036.47461854503,65.49999898672104,15970.97461955831,11520.02720880508,0,11520.02720880508,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,1,1,1,,1,,
2007,1001,17590.7390784348,.1842671650811099,.000010475237,18188.87205385254,65.49999898672104,18123.37205486582,18188.87205385254,65.49999898672104,18123.37205486582,16036.47461854503,65.49999898672104,15970.97461955831,18106.32573568821,0,18106.32573568821,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.60205901,1,.60042697,,.60000002,,
2008,1001,17590.7390784348,.1842671650811099,.000010475237,13228.39874946163,65.49999898672104,13162.89875047491,13228.39874946163,65.49999898672104,13162.89875047491,16036.47461854503,65.49999898672104,15970.97461955831,13145.8524312973,0,13145.8524312973,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.35334581,1,.35069376,,.34999999,,
2009,1001,17590.7390784348,.1842671650811099,.000010475237,14228.05539487884,65.49999898672104,14162.55539589212,14228.05539487884,65.49999898672104,14162.55539589212,16036.47461854503,65.49999898672104,15970.97461955831,14145.50907671452,0,14145.50907671452,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.40308845,1,.4006404,,.40000001,,
2010,1001,17590.7390784348,.1842671650811099,.000010475237,10198.0745624213,65.49999898672104,10132.57456343458,10198.0745624213,65.49999898672104,10132.57456343458,16036.47461854503,65.49999898672104,15970.97461955831,10115.52824425697,0,10115.52824425697,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.50257373,1,.50053364,,.5,,
2011,1001,17590.7390784348,.1842671650811099,.000010475237,15650.07639836357,65.49999898672104,15584.57639937685,15650.07639836357,65.49999898672104,15584.57639937685,16036.47461854503,65.49999898672104,15970.97461955831,15567.53008019924,0,15567.53008019924,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.8010295,1,.80021346,,.80000001,,
2012,1001,17590.7390784348,.1842671650811099,.000010475237,17509.21652041958,65.49999898672104,17443.71652143286,17509.21652041958,65.49999898672104,17443.71652143286,16036.47461854503,65.49999898672104,15970.97461955831,17426.67020225525,0,17426.67020225525,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.65180153,1,.65037352,,.64999998,,
2013,1001,17590.7390784348,.1842671650811099,.000010475237,9827.353269389132,65.49999898672104,9761.853270402411,9827.353269389132,65.49999898672104,9761.853270402411,16036.47461854503,65.49999898672104,15970.97461955831,9744.806951224804,0,9744.806951224804,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.35334581,1,.35069376,,.34999999,,
2014,1001,17590.7390784348,.1842671650811099,.000010475237,7834.495695701102,65.49999898672104,7768.995696714381,7834.495695701102,65.49999898672104,7768.995696714381,16036.47461854503,65.49999898672104,15970.97461955831,7751.949377536774,0,7751.949377536774,19642.69798612595,0,19642.69798612595,15953.92830038071,0,15953.92830038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54631816432811,65.49999898672104,17.04631917760707,.05489004,1,.051013965,,.050000001,,
