year,pa_code,pa_area,pa_cropland,pa_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
1999,505,3956.025428430926,44.4222772391513,.011229017,20299.2685039863,13764.93222842366,6534.336226902902,20299.2685039863,13764.93222842366,6534.336226902902,20949.01250299811,13764.93222842366,7184.080241218209,2675.636302165687,0,2675.636302165687,7526.859374523163,0,7526.859374523163,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,1,1,1,,1,,
2000,505,3956.025428430926,44.4222772391513,.011229017,20157.55012363195,13764.93222842366,6392.617861837149,20157.55012363195,13764.93222842366,6392.617861837149,20949.01250299811,13764.93222842366,7184.080241218209,2533.917937099934,0,2533.917937099934,7747.181359291077,0,7747.181359291077,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.9847936,1,.95371181,,.89999998,,
2001,505,3956.025428430926,44.4222772391513,.011229017,22144.67647975683,13764.93222842366,8379.744217932224,22144.67647975683,13764.93222842366,8379.744217932224,20949.01250299811,13764.93222842366,7184.080241218209,4521.044293195009,0,4521.044293195009,9802.901203095913,0,9802.901203095913,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.90724087,1,.71764207,,.38999999,,
2002,505,3956.025428430926,44.4222772391513,.011229017,21044.75971911848,13764.93222842366,7279.827457293868,21044.75971911848,13764.93222842366,7279.827457293868,20949.01250299811,13764.93222842366,7184.080241218209,3421.127532556653,0,3421.127532556653,9977.598887622356,0,9977.598887622356,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.95438075,1,.86113542,,.69999999,,
2003,505,3956.025428430926,44.4222772391513,.011229017,21363.68135096133,13764.93222842366,7598.749073907733,21363.68135096133,13764.93222842366,7598.749073907733,20949.01250299811,13764.93222842366,7184.080241218209,3740.049149170518,0,3740.049149170518,10152.29660269618,0,10152.29660269618,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.9847936,1,.95371181,,.89999998,,
2004,505,3956.025428430926,44.4222772391513,.011229017,21652.2781637609,13764.93222842366,7887.34590190649,21652.2781637609,13764.93222842366,7887.34590190649,20949.01250299811,13764.93222842366,7184.080241218209,4028.645977169275,0,4028.645977169275,10326.92182430625,0,10326.92182430625,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.94677752,1,.83799136,,.64999998,,
2005,505,3956.025428430926,44.4222772391513,.011229017,21402.22414037585,13764.93222842366,7637.291878581047,21402.22414037585,13764.93222842366,7637.291878581047,20949.01250299811,13764.93222842366,7184.080241218209,3778.591953843832,0,3778.591953843832,10498.64816063643,0,10498.64816063643,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.9847936,1,.95371181,,.89999998,,
2006,505,3956.025428430926,44.4222772391513,.011229017,21440.37008842826,13764.93222842366,7675.437826663256,21440.37008842826,13764.93222842366,7675.437826663256,20949.01250299811,13764.93222842366,7184.080241218209,3816.737901926041,0,3816.737901926041,10647.52538332343,0,10647.52538332343,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,1,1,1,,1,,
2007,505,3956.025428430926,44.4222772391513,.011229017,22973.45471546054,13764.93222842366,9208.522453665733,22973.45471546054,13764.93222842366,9208.522453665733,20949.01250299811,13764.93222842366,7184.080241218209,5349.822528928518,0,5349.822528928518,10796.40355196595,0,10796.40355196595,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.93917435,1,.81484729,,.60000002,,
2008,505,3956.025428430926,44.4222772391513,.011229017,23997.1423150301,13764.93222842366,10232.2100532949,23997.1423150301,13764.93222842366,10232.2100532949,20949.01250299811,13764.93222842366,7184.080241218209,6373.510128557682,0,6373.510128557682,10945.28175124526,0,10945.28175124526,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.90115827,1,.69912678,,.34999999,,
2009,505,3956.025428430926,44.4222772391513,.011229017,22830.74220177531,13764.93222842366,9065.809940040112,22830.74220177531,13764.93222842366,9065.809940040112,20949.01250299811,13764.93222842366,7184.080241218209,5207.110015302897,0,5207.110015302897,11094.15894326568,0,11094.15894326568,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.9087615,1,.72227091,,.40000001,,
2010,505,3956.025428430926,44.4222772391513,.011229017,23521.16768285632,13764.93222842366,9756.235421091318,23521.16768285632,13764.93222842366,9756.235421091318,20949.01250299811,13764.93222842366,7184.080241218209,5897.535496354103,0,5897.535496354103,13607.85941082239,0,13607.85941082239,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.9239679,1,.7685591,,.5,,
2011,505,3956.025428430926,44.4222772391513,.011229017,22996.68485225737,13764.93222842366,9231.752590432763,22996.68485225737,13764.93222842366,9231.752590432763,20949.01250299811,13764.93222842366,7184.080241218209,5373.052665695548,0,5373.052665695548,13608.22178676724,0,13608.22178676724,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.96958715,1,.90742362,,.80000001,,
2012,505,3956.025428430926,44.4222772391513,.011229017,22363.5252045989,13764.93222842366,8598.592942804098,22363.5252045989,13764.93222842366,8598.592942804098,20949.01250299811,13764.93222842366,7184.080241218209,4739.893018066883,0,4739.893018066883,13608.58413210511,0,13608.58413210511,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.94677752,1,.83799136,,.64999998,,
2013,505,3956.025428430926,44.4222772391513,.011229017,23613.08156687021,13764.93222842366,9848.149305015802,23613.08156687021,13764.93222842366,9848.149305015802,20949.01250299811,13764.93222842366,7184.080241218209,5989.449380278587,0,5989.449380278587,13608.94650793076,0,13608.94650793076,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.90115827,1,.69912678,,.34999999,,
2014,505,3956.025428430926,44.4222772391513,.011229017,24238.78231650591,13764.93222842366,10473.8500546813,24238.78231650591,13764.93222842366,10473.8500546813,20949.01250299811,13764.93222842366,7184.080241218209,6615.150129944086,0,6615.150129944086,13609.30885326862,0,13609.30885326862,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.85553902,1,.56026226,,.050000001,,
2015,505,3956.025428430926,44.4222772391513,.011229017,22913.99145370722,13764.93222842366,9149.059191912413,22913.99145370722,13764.93222842366,9149.059191912413,20949.01250299811,13764.93222842366,7184.080241218209,5290.359267175198,0,5290.359267175198,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.87834865,1,.62969452,,.2,,
2016,505,3956.025428430926,44.4222772391513,.011229017,21904.24028846622,13764.93222842366,8139.308026701212,21904.24028846622,13764.93222842366,8139.308026701212,20949.01250299811,13764.93222842366,7184.080241218209,4280.608101963997,0,4280.608101963997,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.93917435,1,.81484729,,.60000002,,
2017,505,3956.025428430926,44.4222772391513,.011229017,21587.05923449993,13764.93222842366,7822.12697276473,21587.05923449993,13764.93222842366,7822.12697276473,20949.01250299811,13764.93222842366,7184.080241218209,3963.427048027515,0,3963.427048027515,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.97719038,1,.93056774,,.85000002,,
2018,505,3956.025428430926,44.4222772391513,.011229017,23216.13890866935,13764.93222842366,9451.206631675363,23216.13890866935,13764.93222842366,9451.206631675363,20949.01250299811,13764.93222842366,7184.080241218209,5592.506706938148,0,5592.506706938148,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.90115827,1,.69912678,,.34999999,,
2019,505,3956.025428430926,44.4222772391513,.011229017,23008.70360806584,13764.93222842366,9243.77134630084,23008.70360806584,13764.93222842366,9243.77134630084,20949.01250299811,13764.93222842366,7184.080241218209,5385.071421563625,0,5385.071421563625,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.96198398,1,.88427955,,.75,,
2020,505,3956.025428430926,44.4222772391513,.011229017,23420.91073602438,13764.93222842366,9655.978474199772,23420.91073602438,13764.93222842366,9655.978474199772,20949.01250299811,13764.93222842366,7184.080241218209,5797.278549462557,0,5797.278549462557,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.87834865,1,.62969452,,.2,,
2021,505,3956.025428430926,44.4222772391513,.011229017,23789.21218264103,13764.93222842366,10024.27992087603,23789.21218264103,13764.93222842366,10024.27992087603,20949.01250299811,13764.93222842366,7184.080241218209,6165.579996138811,0,6165.579996138811,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.85553902,1,.56026226,,.050000001,,
2022,505,3956.025428430926,44.4222772391513,.011229017,22609.67689576745,13764.93222842366,8844.744634002447,22609.67689576745,13764.93222842366,8844.744634002447,20949.01250299811,13764.93222842366,7184.080241218209,4986.044709265232,0,4986.044709265232,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.85553902,1,.56026226,,.050000001,,
2023,505,3956.025428430926,44.4222772391513,.011229017,20596.81874167919,13764.93222842366,6831.886479824781,20596.81874167919,13764.93222842366,6831.886479824781,20949.01250299811,13764.93222842366,7184.080241218209,2973.186555087566,0,2973.186555087566,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,1,1,1,,1,,
2024,505,3956.025428430926,44.4222772391513,.011229017,22866.46351583302,13764.93222842366,9101.531254008412,22866.46351583302,13764.93222842366,9101.531254008412,20949.01250299811,13764.93222842366,7184.080241218209,5242.831329271197,0,5242.831329271197,13609.67122909427,0,13609.67122909427,3325.380316480994,0,3325.380316480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17623.63219225407,13764.93222842366,3858.700024582446,.9087615,1,.72227091,,.40000001,,
1993,506,4311.079937417431,2648.596113316715,.61436951,1602073.276739769,1600684.018523745,1389.257692920044,1602562.636705332,1601172.377146535,1390.257694112137,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1039449.392889857,1038210.278275609,1239.114091144875,1039938.75285542,1038698.636898398,1240.114092336968,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
1994,506,4311.079937417431,2648.596113316715,.61436951,1534808.844989829,1533083.70096951,1725.142767431214,1534454.527914934,1532730.385115318,1724.142766239122,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,972184.9875223637,970609.9871038198,1574.999165656045,971830.6548215151,970256.6556236744,1573.999164463952,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.7186628,.71863925,.83733028,,,.62010616,.75
1995,506,4311.079937417431,2648.596113316715,.61436951,1560435.07374873,1559622.606701635,812.4663044437766,1560182.220678471,1559370.754852079,811.4663032516837,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,997811.2022889555,997148.8788436353,662.3227026686072,997558.3804677427,996897.0582431257,661.3227014765143,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.99999356,1,.96746606,,,1,.94999999
1996,506,4311.079937417431,2648.596113316715,.61436951,1566099.717048697,1564697.557588987,1402.1588322483,1566099.717048697,1564697.557588987,1402.1588322483,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1003475.828560114,1002223.812702179,1252.015230473131,1003475.828560114,1002223.812702179,1252.015230473131,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
1997,506,4311.079937417431,2648.596113316715,.61436951,1654205.877407812,1652015.658018373,2190.2183204256,1654205.877407812,1652015.658018373,2190.2183204256,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1091582.002194375,1089541.926406711,2040.07471865043,1091582.002194375,1089541.926406711,2040.07471865043,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.9759475,.97594917,.96746606,,,.96752656,.94999999
1998,506,4311.079937417431,2648.596113316715,.61436951,1454036.497822575,1452050.650892787,1985.846232181415,1454036.497822575,1452050.650892787,1985.846232181415,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,891412.6463747025,889576.943046689,1835.702630406246,891412.6463747025,889576.943046689,1835.702630406246,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
1999,506,4311.079937417431,2648.596113316715,.61436951,1757095.620323084,1753588.821464203,3506.800334233791,1760096.550753735,1756585.750796221,3510.800339002162,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1194471.751655668,1191115.096398562,3356.656732458621,1197472.682086319,1194112.02573058,3360.656737226993,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.99999356,1,.96746606,,,1,.94999999
2000,506,4311.079937417431,2648.596113316715,.61436951,1744748.029508315,1742285.748470627,2462.281744871289,1742742.235234462,1740282.954074703,2459.281741533428,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1182124.18766585,1179812.050229937,2312.138143096119,1180118.393391997,1177809.255834013,2309.138139758259,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2001,506,4311.079937417431,2648.596113316715,.61436951,1742724.902515881,1739094.685046546,3630.217243313789,1742635.887510769,1739006.671262138,3629.217242360115,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1180101.026234329,1176620.952366769,3480.07364153862,1180012.011229217,1176532.938582361,3479.073640584946,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.90379649,.90379673,.90239817,,,.87010616,.85000002
2002,506,4311.079937417431,2648.596113316715,.61436951,1837921.376474939,1836029.415506087,1891.959615077823,1837490.912602983,1835598.951634131,1891.959615077823,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1275297.534800321,1273555.717433244,1741.816013302654,1274867.040166646,1273125.222799569,1741.816013302654,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2003,506,4311.079937417431,2648.596113316715,.61436951,1719085.378120266,1718133.014317237,952.3629380390048,1719045.083345376,1718092.719542347,952.3629380390048,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1156461.472395927,1155659.252194673,802.2193362638354,1156421.208383709,1155618.988182455,802.2193362638354,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2004,506,4311.079937417431,2648.596113316715,.61436951,1884826.831552736,1881909.110941999,2917.722492817789,1884725.943750732,1881808.223139994,2917.722492817789,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1322202.990075529,1319435.413066566,2767.57889104262,1322102.071512759,1319334.494503796,2767.57889104262,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2005,506,4311.079937417431,2648.596113316715,.61436951,1736312.135312565,1735933.461361893,378.6761508509517,1740217.503935583,1739832.934446819,384.5713379569352,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1173688.26128073,1173459.730931833,228.5325490757823,1177593.629904702,1177359.204017714,234.4277361817658,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2006,506,4311.079937417431,2648.596113316715,.61436951,1734286.390224792,1733639.875331737,646.5151835009456,1737964.798407651,1737314.283850528,650.5151717849076,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1171662.518375918,1171166.147084638,496.3715817257762,1175340.926558778,1174840.55560343,500.3715700097382,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2007,506,4311.079937417431,2648.596113316715,.61436951,1876470.659017287,1876032.093348347,438.5713318362832,1868945.431527816,1868515.858717285,429.571339532733,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1313846.788412958,1313558.366345793,288.4277300611138,1306321.560923487,1306042.131714731,279.4277377575636,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2008,506,4311.079937417431,2648.596113316715,.61436951,1849889.710157953,1849521.40321108,368.3050581216812,1856769.956168018,1856394.755392037,375.2002457045019,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1287265.834151059,1287047.670805961,218.1614563465118,1294146.080162078,1293921.022987872,225.0566439293325,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.85569149,.85569507,.83733028,,,.80515927,.75
2009,506,4311.079937417431,2648.596113316715,.61436951,1749905.176171713,1749572.765764229,332.4098743405193,1743067.080231361,1742740.673027985,326.409876042977,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1187281.338999391,1187099.072193682,182.2662725653499,1180443.243058085,1180266.979456484,176.2662742678076,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.85569149,.85569507,.83733028,,,.80515927,.75
2010,506,4311.079937417431,2648.596113316715,.61436951,1702567.785367601,1702234.899224035,332.8857849389315,1704812.325641386,1704476.546309344,335.7809699326754,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1139943.910549939,1139761.168008149,182.7421831637621,1142188.482562006,1142002.846831739,185.637368157506,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2011,506,4311.079937417431,2648.596113316715,.61436951,1707695.323330201,1707355.54433421,339.7809656076133,1718101.574347414,1717745.79303316,355.7809623740613,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1145071.453754887,1144881.818360671,189.637363832444,1155477.7047721,1155272.067059621,205.637360598892,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2012,506,4311.079937417431,2648.596113316715,.61436951,1807428.25447353,1807037.787034474,390.4665164090693,1800231.424778663,1799850.854891263,380.5713284127414,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1244804.377192527,1244564.053355247,240.3229146338999,1237607.547008425,1237377.1207228,230.4277266375721,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2013,506,4311.079937417431,2648.596113316715,.61436951,1940744.095080368,1940331.624131434,412.4665114320815,1947263.049778692,1946847.584414832,415.4665135480464,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1378120.233431041,1377857.906083882,262.3229096569121,1384639.187641084,1384373.865878999,265.322911772877,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.9398849,.93987292,1,,,.91881633,1
2014,506,4311.079937417431,2648.596113316715,.61436951,1447490.307501622,1447222.480310448,267.829146922566,1436447.234919645,1436193.301251836,253.9339627437294,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,884866.4382686764,884748.7546792775,117.6855451473966,873823.365931794,873719.5758657604,103.79036096856,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.63446939,.63446134,.6746605,,,.50644904,.5
2015,506,4311.079937417431,2648.596113316715,.61436951,1354817.284312867,1354589.45483043,227.8291457933374,1355006.948824562,1354778.120013513,228.8291469854303,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,792193.4265402257,792115.7406595647,77.685544018168,792383.0598019212,792304.374592647,78.6855452102609,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.63443714,.63446134,.51199079,,,.50644904,.25
2016,506,4311.079937417431,2648.596113316715,.61436951,1738480.344790481,1738139.352993511,340.9906053934246,1737191.015246652,1736853.025799178,337.990603281185,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1175856.475652903,1175665.627457708,190.8470036182553,1174567.146109074,1174379.300263375,187.8470015060157,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2017,506,4311.079937417431,2648.596113316715,.61436951,1688782.967103906,1688426.973996587,355.9906034879386,1698786.724970527,1698419.839346595,366.8857793547213,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1126159.09107317,1125953.241567627,205.8470017127693,1136162.849427119,1135946.107404962,216.7421775795519,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2018,506,4311.079937417431,2648.596113316715,.61436951,1740832.125656508,1740465.238475941,366.8857772424817,1730732.180326842,1730375.189782999,356.9906011037529,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1178208.252037615,1177991.508458823,216.7421754673123,1168108.337469667,1167901.4905276,206.8469993285835,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2019,506,4311.079937417431,2648.596113316715,.61436951,1649401.020463221,1649065.92615854,335.0954214893281,1655015.246598117,1654674.153972141,341.0954197868705,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1086777.182715356,1086592.232012451,184.9518197141588,1092391.377599299,1092200.428575099,190.9518180117011,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
2020,506,4311.079937417431,2648.596113316715,.61436951,1743667.757460274,1743315.768107928,351.990603081882,1747120.791070379,1746766.799154557,353.9906130954623,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1181043.855154857,1180842.009404287,201.8470013067126,1184496.951753244,1184293.103439197,203.8470113202929,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.87973756,.8797459,.83733028,,,.83763272,.75
2021,506,4311.079937417431,2648.596113316715,.61436951,1379912.839413868,1379652.219499694,260.6195152774453,1376878.757455336,1376623.138029443,255.6195093169808,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,817288.9721807782,817178.4958683793,110.4759135022759,814254.8741080109,814149.3982838932,105.4759075418115,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.63443714,.63446134,.51199079,,,.50644904,.25
2022,506,4311.079937417431,2648.596113316715,.61436951,822275.6211982891,822051.7920226678,223.8291480951011,818474.2648577616,818252.4362622425,221.8291492545977,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,259651.7259867787,259578.0404129326,73.68554631993175,255850.3656787276,255778.6806849837,71.68554747942835,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,.34939837,.34939194,.38185501,,,.12154777,.050000001
2023,506,4311.079937417431,2648.596113316715,.61436951,1663355.324672878,1662999.544765174,355.7809663340449,1661273.093804657,1660920.208976924,352.8857842683792,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1100731.475055106,1100525.838749178,205.6373645588756,1098649.244186886,1098446.502960928,202.7421824932098,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
